17
C:\TestingData\Ntesting001.JPG
21.8629, 75.5322
30.9147, 69.0376
45.7602, 73.847
31, 74
70, 74
87, 70
92.64, 79.2181
87, 76
31, 84
37.8212, 78.5976
44, 83
37, 86
70, 84
77.2648, 79.4696
83.2244, 84.7444
77, 86
45, 107
60.4024, 102.821
71, 107
58, 112
41.0471, 127.772
47.9215, 124.306
51.9391, 121.47
55.9836, 122.824
60.7288, 121.925
65.5489, 124.755
73.0332, 128.794
64.7304, 132.576
55.7, 134.422
48.0713, 131.763
58.5889, 146.817
58.8617, 157.544
37.2862, 154.821
23.9386, 144.587
17.1016, 129.918
13.314, 112.777
15.1864, 85.9963
14.4054, 75.682
21, 46
36, 36
55, 30
77, 35
92, 48
97.749, 79.2877
97.8506, 87.2053
97.4547, 113.21
94.1967, 131.009
86.1186, 145.978
70.1925, 155.939
37, 82
76.8796, 83.1502
C:\TestingData\Ntesting002.JPG
24.6944, 78.2168
30.5509, 72.2241
48.0996, 76.6928
31.5049, 75.1688
64.4383, 76.5607
86, 70
90.6396, 75.7016
83.4285, 74.223
30.7243, 83.6686
39, 78
43.0898, 82.3552
38.6706, 86.031
70, 82
75.7713, 77.6014
82.6479, 82.7228
77.5307, 85.11
50, 104
60, 102
70, 105
58.557, 109.49
42.9453, 119.485
49.6071, 118.056
54.3196, 115.631
57.3345, 118.357
60, 117
64, 119
71.7568, 121.314
63, 123
58, 123
49.1982, 122.508
58.2019, 135.58
59.0031, 144.633
44, 139
30, 132
23, 121
21.1301, 112.583
19, 86
19, 79
25, 45
39, 37
54, 35
72, 35
85, 42
95.9014, 76.1848
94.7532, 84.2426
93, 114
90, 126
82, 135
75, 141
39, 82
76.651, 81.3557
C:\TestingData\Ntesting003.JPG
23.1388, 71.964
36, 66
48, 73
36, 71
69, 73
78, 67
88, 69
79, 71
29.6992, 82.4113
36.7326, 79.2545
44.2082, 82.946
37, 85
70, 84
78, 79
84.6607, 82.9769
78, 86
46, 105
58, 101
68, 106
58, 110
41.401, 124.118
46.6247, 120.838
50, 118
57, 118
62, 118
67, 120
71.4165, 123.892
66, 128
56, 129
48.0026, 127.296
56.2699, 146.041
56, 154
39, 148
28, 139
19, 125
14.8509, 106.853
14, 81
15, 72
28, 41
40, 35
56, 34
75.5913, 35.9949
86, 42
96.9897, 68.8175
97.9049, 82.0617
97.3599, 103.388
91, 125
85, 137
75, 147
37, 82
76.9692, 82.4524
C:\TestingData\Ntesting004.JPG
21, 77
29, 71
48.7373, 77.9896
29, 76
63.0294, 75.9222
83, 69
91.0052, 73.8686
82.618, 73.0112
29, 83
38, 78
45, 83
38, 87
69, 84
76.6301, 78.038
84.8721, 82.5739
76.8029, 86.9922
46, 108
56, 107
66, 107
57, 115
40.4607, 127.663
47.4581, 123.729
53.3008, 122.38
56.9793, 122.525
60.6577, 122.671
65.892, 123.404
72.6819, 124.724
67, 130
60, 132
52, 131
57.6223, 146.235
59, 160
40, 155
27, 144
19, 129
17.2697, 115.169
14, 85
14, 77
24.9447, 40.7347
42.8047, 28.2818
59.745, 25.7926
77.446, 30.7018
92.7753, 42.3596
101, 74
103, 85
102.67, 111.697
100, 127
92, 144
80, 153
38, 82
76.4849, 81.7165
C:\TestingData\Ntesting005.JPG
19.9601, 74.6576
30.8749, 66.3461
47.6954, 73.6789
31, 72
64.3087, 75.7279
83.5783, 67.3441
92.1018, 73.433
83.8242, 71.7505
31, 83
38, 78
45.0969, 82.7955
38, 86
71, 83
79, 78
85.1162, 82.3568
79, 87
46, 107
57, 104
69, 108
58, 112
44.0266, 127.144
49.4069, 124.743
53, 123
57, 125
61, 123
65, 126
71, 127
64, 133
59, 135
50, 131
59, 146
59, 155
43, 148
33, 139
24, 127
18, 113
14, 87
14, 76
21, 48
38, 36
57, 32
78, 35
94, 48
101, 74
101, 83
97.3664, 113.664
92, 127
83.9832, 138.131
74, 148
37.2194, 82.0096
77.2194, 82.0096
C:\TestingData\Ntesting006.JPG
23, 74
30.2909, 68.1367
47.8002, 73.6693
33, 74
65.3307, 72.8002
82, 66
93.6296, 73.203
83, 72
28.8283, 83.1871
39, 79
45.8712, 82.8903
39, 85
70.3757, 82.5299
79.1304, 78.6296
85.7864, 81.8304
78.5368, 84.5437
47, 103
57, 101
70, 104
57, 109
42.734, 123.675
48, 119
53.3116, 115.895
57.7207, 117.676
62, 116
67, 118
74.0429, 121.703
65, 129
58, 129
49, 129
59, 140
59, 148
43, 145
32, 138
21, 125
19, 115
15, 83
15, 75
24, 48
40, 37
56, 33
76, 37
90, 47
102, 74
104, 84
104, 110
99.3741, 125.01
88, 135
78, 143
39, 82
77, 82
C:\TestingData\Ntesting007.JPG
23.7183, 72.3511
37, 66
51, 74
36, 72
64, 75
75, 68
90.055, 71.8922
76, 73
29.2532, 82.5087
38, 80
42.9331, 83.4377
36.4028, 85.0799
71, 83
77.1106, 78.4667
85, 82
78.786, 85.937
46, 108
59, 106
69, 110
58, 113
43.4695, 125.301
48, 123
53.6768, 121.176
58.9298, 123.344
64.0169, 120.811
68.3132, 122.542
74.0528, 125.163
67, 131
60, 133
51, 132
58.7197, 144.057
58.9851, 151.577
41, 148
30, 140
21, 126
16, 107
14.7495, 84.903
13.8316, 72.2295
24, 48
40, 38
57, 35
71.454, 38.1957
89, 51
97.1382, 72.5834
97.4866, 82.4534
97, 109
89.2256, 128.392
81.1305, 139.031
71.9627, 145.942
37, 83
77, 82
C:\TestingData\Ntesting008.JPG
21.8007, 77.2166
30.1023, 66.4541
48, 72
34, 74
63.2912, 72.9879
83.0312, 66.7487
92, 75
82, 74
30, 81
36.4627, 79.1057
44.539, 82.9359
37, 85
70, 83
77, 79
84.5043, 82.104
78, 85
46, 110
59, 104
69, 110
58.2132, 111.116
41.9393, 130.544
47.5199, 124.478
53.6031, 120.475
58, 122
61.1075, 120.579
67.0693, 123.664
75.1976, 128.742
66, 134
57, 136
50, 134
60, 150
60, 159
44, 155
31, 148
20, 134
15, 120
13, 85
13, 77
20, 51
35, 37
54, 33
76, 35
93, 44
103, 75
104, 82
102, 117
96, 133
86, 145
76, 154
36.9827, 81.5841
77, 82
C:\TestingData\Ntesting009.JPG
24.7295, 72.342
31.7692, 67.8462
45.7349, 73.1142
33, 72
66.7325, 73.4904
85, 70
90, 75
83, 74
